Front,Back,Tags
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>how?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>How are you?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>كيف؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>kīf?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>كيفك؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>kīfak?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>How are you?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>how much / how many?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>How much is the price?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>قديش؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>addēsh?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>قديش السعر؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>addēsh is-siʿer?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>How much is the price?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>from where?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Where are you from?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>من وين؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>min wēn?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>إنت من وين؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>enta min wēn?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Where are you from?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>to where?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Where are you going?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>لوين؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>la-wēn?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>لوين رايح؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>la-wēn rāyeḥ?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Where are you going?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>with who?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Who were you with?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>مع مين؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>maʿ mīn?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>مع مين كنت؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>maʿ mīn kent?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Who were you with?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>what’s wrong / what’s up?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>What’s up with you?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>شو في؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>shū fī?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>شو في معك؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>shū fī maʿak?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>What’s up with you?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>which one?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Which one do you want?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>أي واحد؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ayy wāḥad?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أي واحد بدك؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ayy wāḥad baddak?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Which one do you want?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I want</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I want coffee</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddi</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدي قهوة</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddi ʔahwe</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I want coffee</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>you want (masc.)</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>What do you want?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدك</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddak</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>شو بدك؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>shū baddak?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>What do you want?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>you want (fem.)</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Do you want water?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدكِ</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddik</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>إنتِ بدك مي؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>enti baddik may?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Do you want water?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>he wants</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>He wants to go</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدو</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddo</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>هو بدو يروح</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>huwwe baddo yrūḥ</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>He wants to go</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>she wants</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>She wants to eat</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدها</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddha</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>هي بدها تاكل</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>hiyye baddha taʔkol</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>She wants to eat</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>we want</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>We want to go</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدنا</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddna</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدنا نروح</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddna nrūḥ</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>We want to go</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I want to learn Arabic</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I want to learn Arabic little by little</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدي أتعلم عربي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddi ʔitʿallam ʿarabi</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدي أتعلم عربي شوي شوي</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddi ʔitʿallam ʿarabi shway shway</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I want to learn Arabic little by little</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I want to ask a question</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I want to ask a small question</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدي اسأل سؤال</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddi isʔal suʔāl</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدي اسأل سؤال صغير</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddi isʔal suʔāl zghīr</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I want to ask a small question</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I don’t want</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I don’t want to eat now</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>ما بدي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ma baddi</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>ما بدي أكل هلق</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ma baddi ʔokel hallaʔ</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I don’t want to eat now</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I want a little help from you</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Say it out loud:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I want a little help from you</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بدّي منك شوية مساعدة</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>baddi منك shwayyet musāʿade</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدّي منك شوية مساعدة</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddi منك shwayyet musāʿade</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I want a little help from you</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I have</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I have time</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandī</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندي وقت</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandī waʔt</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I have time</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>you have (masc.)</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Do you have a pen?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندك</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandak</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندك قلم؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandak ʔalam?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Do you have a pen?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>you have (fem.)</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Do you have a car?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندِك</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandik</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندِك سيارة؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandik sayyāra?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Do you have a car?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>he has</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>He has work</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندو</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿando</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندو شغل</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿando sheghel</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>He has work</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>she has</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>She has an exam</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندها</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandha</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندها امتحان</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandha imtiḥān</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>She has an exam</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>we have</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>We have class today</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندنا</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandna</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندنا صف اليوم</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandna ṣaff il-yōm</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>We have class today</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I don’t have</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I don’t have money</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>ما عندي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ma ʿandī</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>ما عندي مصاري</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ma ʿandī maṣāri</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I don’t have money</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I have a question</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I have a small question</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندي سؤال</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandī suʔāl</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندي سؤال صغير</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandī suʔāl zghīr</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I have a small question</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
