Front,Back,Tags
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فيني أجي</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīnī ʔiji)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I can come</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فيني أجي بكرا</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīnī ʔiji bukra</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I can come tomorrow</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فيني روح</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīnī rūḥ)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I can go</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فيني روح معك</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīnī rūḥ maʿak</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I can go with you</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فيك</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīk)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>you can (masc.)</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فيك تعيد؟</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīk tʿīd?</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>Can you repeat?</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فيكِ</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīki)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>you can (fem.)</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فيكِ تساعديني؟</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīki tsāʿdīnī?</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>Can you help me?</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فيه</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīh)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>it is possible / there is ability</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فيه نروح هلّق</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīh nrūḥ hallaʔ</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>It’s possible for us to go now</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>ما فيني</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ma fīnī)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I can’t</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>ما فيني إحكي بسرعة</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ma fīnī iḥki bisurʿa</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I can’t speak fast</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>ما فيك</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ma fīk)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>you can’t</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>ما فيك تفوت</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ma fīk tfūt</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>You can’t enter</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فينا</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīna)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>we can</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فينا نبلّش</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīna nballesh</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>We can start</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فيني جرّب</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fīnī jarrib)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I can try</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فيني جرّب أحكي عربي</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fīnī jarrib aḥki ʿarabi</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I can try to speak Arabic</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>رحت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(reḥet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I went</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>رحت عالبيت</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>reḥet ʿal-bēt</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I went home</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>إجيت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ʔijēt / jīt)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I came</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>إجيت بكّير</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>jīt bakkīr</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I came early</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>شفت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(shefet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I saw</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>شفت الفيلم</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>shefet il-film</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I saw the movie</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>سمعت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(smeʿet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I heard</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>سمعت هالكلمة قبل</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>smeʿet hal-kilme ʔabl</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I heard this word before</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>أكلت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(akalet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I ate</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أكلت كتير</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>akalet ktīr</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I ate a lot</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>شربت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(shirebet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I drank</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>شربت قهوة الصبح</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>shirebet ʔahwe iṣ-ṣuɓeḥ</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I drank coffee in the morning</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>حكيت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ḥkēt)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I spoke</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>حكيت مع أمي</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ḥkēt maʿ ʔimmi</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I spoke with my mom</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>فهمت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fhemet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I understood</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>فهمت عليك</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>fhemet ʿalēk</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I understood you</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>ما فهمت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ma fhemet)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I didn’t understand</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>ما فهمت الجملة</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ma fhemet il-jumle</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I didn’t understand the sentence</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>كنت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(kent)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>I was</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>كنت مشغول مبارح</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>kent mashghūl mbāreḥ</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I was busy yesterday</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>مع</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(maʿ)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>with</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أنا معك</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ana maʿak</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I’m with you</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>معي</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(maʿī)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>with me / I have on me</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>معي مصاري</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>maʿī maṣāri</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I have money on me</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>على</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ʿala)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>on / to</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أنا على الطريق</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ana ʿala ṭ-ṭarīʔ</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I’m on the way</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>عالبيت</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ʿal-bēt)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>to the house / at home</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أنا عالبيت</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ana ʿal-bēt</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I’m at home</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>من</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(min)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>from</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أنا من أميركا</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ana min amrīka</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I’m from America</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>ل</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(la / li-)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>to / for</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>هيدا إلي</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>hēda إلي</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>This is for me / mine</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>في</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(fī)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>in / there is</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أنا في الصف</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ana fi ṣ-ṣaff</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I’m in class</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>بين</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(bēn)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>between</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>الكتاب بين الكراسي</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>il-ktāb bēn il-karāsi</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>The book is between the chairs</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>جنب</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(janb)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>next to</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>أنا جنب الباب</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>ana janb il-bāb</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>I’m next to the door</div>
</div>",levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.05;'>
<div style='color:#7C3AED; font-size:40px; font-weight:800;'>قدّام</div>
<div style='color:#14B8A6; font-size:30px; font-weight:700; margin-top:6px;'>(ʔoddām)</div>
</div>","<div style='line-height:1.25;'>
<div style='color:#6B7280; font-size:30px; font-weight:800; margin-bottom:14px; text-align:center;'>in front of</div>
<div style='font-size:28px; font-weight:900; margin:8px 0 10px 0; text-align:center;'>Example:</div>
<div style='color:#7C3AED; font-size:30px; font-weight:750; text-align:center;'>السيارة قدّام البيت</div>
<div style='color:#14B8A6; font-size:24px; text-align:center; margin-top:6px;'>is-sayyāra ʔoddām il-bēt</div>
<div style='color:#111827; font-size:24px; text-align:center; margin-top:6px;'>The car is in front of the house</div>
</div>",levantine-arabic sentence-engine v2
